CODPROD,CODBARRAS,DESCRIPCION,PRECIO
81530,7802400003086,PALITOS COCKTAIL PAMPA,200
81531,7802400003093,CHOCOLATE DULCE POLVO PAMPA  150 G.,400
81532,7802400004274,MIX COCKTAIL,2650
81533,7802400004557,PIMIENTA NEGRA,300
81534,7802400004601,SESAMO  500G,3500
81535,7802400004625,MAIZ DE CURAGUA SABU 200gr,790
81536,7802400004632,LINAZA SABU 200 GR,650
81537,7802400004649,SESAMO 200gr SABU,2100
81538,7802400004656,SESAMO,2750
81539,7802400004878,HARINA TOSTADA SABU 500gr,890
81540,7802400005080,"AJI COLOR LA PAMPA ",150
81541,7802400005172,CANELA MOLIDA 8G,150
81542,7802400005240,PASAS RUBIAS,4900
81543,7802400005325,ALIÑO COMPLETO PAMPA,150
81544,7802400005332,BICARBONATO PAMPA,130
81545,7802400005349,"PIMIENTA NEGRA MOLIDA ",150
81546,7802400005356,CANELA ENTERA,150
81547,7802400005462,OREGANO PAMPA,200
81548,7802400005493,CHARQUI DE EQUINO,380
81549,7802400005622,CHAMPIÑONES MISTRAL 184G,750
81550,7802400005639,CHAMPIÑONES MISTRAL ENTEROS,1390
81551,7802400005820,CABRITAS SABU,720
81552,7802400005837,CABRITAS DE CARAMELOS,220
81553,7802400005875,CARNE VEGERTAL,1250
81554,7802400005882,LECHE SOYA SABU 500GRS,6990
81555,7802400005929,"SALVADO DE  TRIGO ",990
81556,7802400005936,GERMEN DE TRIGO,1250
81557,7802400005943,AVENA INTEGRAL,900
81558,7802400005974,HARINA DE LINAZA,1750
81559,7802400005981,AZUCAR RUBIA SABU 500GRS,750
81560,7802400005998,SEMILLA DE QUINOA,2890
81561,7802400006230,CHARQUI VACUNO 40 GRS,2890
81562,7802400006247,CHARQUI EQUINO 40 GR,2490
81563,7802400006261,CHARQUI DE EQUINO,3900
81564,7802400006728,FRUCTUOSA 200G,990
81565,7802400006803,AJI  COLOR SABU,1100
81566,7802400006841,"PIMIENTA  NEGRA  MOLIDA  SABU ",1200
81567,7802400007381,"CANELA MOLIDA SABU ",1550
81568,7802400007398,".COMINO  MOLIDO  SABU ",1200
81569,7802400007404,ALIÑO COMPLETO SABU,1200
81570,7802400007640,MANTEQUILLA DE MANI,3150
81571,7802400008074,PAPAYAS AL JUGO MISTRAL,2900
81572,7802400008227,"AJO  ",1990
81573,7802400008272,"PEREJIL DESHIDRATADO EN HOJAS ",1990
81574,7802400008302,TOMATE DESIDRATADO,2700
81575,7802400008319,"PIMENTON  ",2350
81576,7802400008326,ANAHORIA DESHIDRATADA SABU,3100
81577,7802400008692,MANI JAPONES SABU 100Gr,750
81578,7802400008708,"MANI  CON PASAS ",690
81579,7802400008715,SABU MANI SIN SAL 100GR,650
81580,7802400008722,SABU MANI SALADO 100GR,650
81581,7802400008753,MIX MANI PASAS Y ALMENDRAS SABU,1150
81582,7802400008784,ALMENDRAS SALADAS 80GR SABU,1050
81583,7802400008845,VELA ESPIRAL BLANCA,350
81584,7802400008852,VELA ESPIRAL ROJA,350
81585,7802400009385,MISTRAL SOPA LIGHT 1 PORCION,200
81586,7802400009392,MISTRAL SOPA LIGHT 1 PORCION,200
81587,7802400009408,BROCHETAS SABU  50 UNID.,350
81588,7802400009415,"ALCAPARRONES MISTRAL ",1900
81589,7802400009453,MANI SAL CON MIEL SABU 100Gr,890
81590,7802400009798,TE VERDECON GINSENG,1650
81591,7802400009842,MISTRAL MANGOS 425GR,1700
81592,7802400009880,MERQUEN,300
81593,7802400009903,AJI CACHO CABRA,650
81594,7802400009927,BODY  MANDARINA,700
81595,7802400009934,BODY  LEMON GRASS,700
81596,7802400010213,BONBONS KISSES,1300
81597,7802400010640,MANI TOSTADO C/CASCARA,1590
81598,7802400010947,ALFAJOR,200
81599,7802400011036,MANI TOSTADO CON CASCARA 100G SABU,850
81600,7802400011067,MANI MERQUEN 100GR SABU,790
81601,7802400011074,MIX TROPICAL SABU 80GR SABU,650
81602,7802400011326,BIZCOCHUELO,300
81603,7802400011333,TORTA SELVA NEGRA,300
81604,7802400011388,CHOCOLATE DULCE SABU 200 GR,650
81605,7802400011432,MANI CONFITADO SABU 100 Gr,650
81606,7802400011883,ALCAPARRAS,1900
81607,7802400012323,ALFAJOR,200
81608,7802400012613,MANI JAPONES 200G.,1350
81609,7802400012859,MIX NATURAL SERMILLAS 300G.,3900
81610,7802400013368,MANI tostado salado  180g,1050
81611,7802400013382,mani sin sal sabu,1050
81612,7802400020014,PAPAYAS MISTRAL 600G,1750
81613,7802400026153,VELAS ESPIRALES,790
81614,7802400026863,VELAS LISA,300
81615,7802400027020,VELAS ESPIRAL 250 C U,390
81616,7802400094053,PALMITOS MISTRAL FRASCO 410GR,3300
81617,7802400100730,MANI SIN SAL SABU 200 GR,1050
81618,7802400100747,CUCHARAS PLASTICAS 10 UN,350
81619,7802400100754,CUCHILLOS SABU 10UN,350
81620,7802400100761,TENEDORES PLASTICOS,490
81621,7802400110203,BROCHETAS X 50 UNIDADES,850
81622,7802400121087,AJO EN POLVO SABU 15 GR.,190
81623,7802400121469,COCO RALLADO,590
81624,7802400121544,CURCUMA SABU 20 GR,250
81625,7802400122008,PERLAS SABU MANDIOCA,890
81626,7802400122503,SABU JENGIBRE EN POLVO 20GR,300
81627,7802400127089,SESAMO SABU 30 GR,550
81628,7802400240085,PISTACHOS SALADOS SABU 80GRS,1850
81629,7802400240092,ALMENDRAS SALADAS SABU 100GR,1550
81630,7802400240108,CASTANAS DE CAJU SABU PREMIUM 80Gr,2150
81631,7802400240115,MANI  ALMEN  PASAS SABU 150 Gr,1150
81632,7802400240238,AJI DE COLOR 15 G,300
81633,7802400240245,ALIÑO COMPLETO SABU 15 GR,300
81634,7802400240252,BICARBONATO SABU  30 GR.,250
81635,7802400240269,CANELA ENTERA,750
81636,7802400240276,CANELA MOLIDA,390
81637,7802400240283,CLAVOS DE OLOR SABU,490
81638,7802400240306,COMINO SABU,250
81639,7802400240313,DECORACION CHOCOLATE SABU,250
81640,7802400240337,SABU DECORACION TORTA 20GR,250
81641,7802400240375,PERLAS PLATEADAS,250
81642,7802400240382,"PIMIENTA BLANCA  SABU ",490
81643,7802400240399,"PIMIENTA BLANCA  MOLIDA ",490
81644,7802400240405,PIMIENTA NEGRA  ENTERA,300
81645,7802400240412,PIMIENTA NEGRA   MOLIDA,350
81646,7802400240429,CURRY SABU 15 GR,250
81647,7802400240627,ALIMENTO CANARIO,650
81648,7802400240634,CHOCOLATE DULCE SABU,750
81649,7802400240641,CHOCOLATE AMARGOP SABU,890
81650,7802400240658,ALMENDRAS SABU 100Gr,2500
81651,7802400240665,NUECES SABU 100Gr,2350
81652,7802400240672,NUECES SABU 100 GR,2600
81653,7802400240702,PASAS MORENAS SABU 100Gr,690
81654,7802400240719,PASAS SULT  RUBIAS SABU 100GR,850
81655,7802400240740,CIRUELAS SABU,1950
81656,7802400240757,HUESILLOS SABU,2100
81657,7802400240764,HUESILLOS SABU 300 G,1950
81658,7802400240771,CALLAMPAS SECAS SABU 35G,690
81659,7802400240979,PALITOS DE  COCKTAIL,350
81660,7802400241037,CIRUELAS DESCAROZADAS SABU,2350
81661,7802400400106,SABU MANI CON PASAS 200GR,1250
81662,7802400449709,BROCHETAS X 100 UNID,990
81663,7802400651089,AZAFRAN SABU 0 25GRS,1450
81664,7802400651454,CLAVO OLOR SABU 5 GR,450
81665,7802400652000,ENELDO SABU 15GR,250
81666,7802400652116,ESTRAGON SABU 3 GR,300
81667,7802400653007,GELATINA SIN SABOR,1150
81668,7802400655018,OREGANO ENTERO 15G,390
81669,7802400655414,MANI SALADO 80G SABU,390
81670,7802400655469,MANI SAL SABU 200Gr,1050
81671,7802400655476,MANI SALADO 200G,1050
81672,7802400655506,MANI CON PASAS 80G,590
81673,7802400655698,"NUEZ MOSCADA ENTERA SABU ",250
81674,7802400659214,VAINILLA BARRA SABU 1 GR,1100
81675,7802400801613,ALCAPARRAS MISTRAL 120Gr,1650
81676,7802400811711,ALCAPARRAS MISTRAL 420,4490
81677,7802400811759,ALCAPARRAS 730GR.,12500
81678,7802400816556,PIMIENTA VERDE 110G,2100
81679,7802400897036,"PALITOS DE COCKTEL ",450
81680,7802400897074,PAJITAS FLEXIBLES SABU 40U,450
81681,7802400899269,VELITAS CUMPLEANOS SABU X 10,350
81682,7802400899436,YERBA MATE DE BRASIL 250G,750
81683,7802400901658,ALPISTE 250G MISTRAL,650
81684,7802400901672,"ALPISTE ",1150
81685,7802400901696,ALIMENTO COMPLETO PARA AVES MISTRAL,490
81686,7802400913316,MIJO,650
81687,7802400914276,CREMA PARA CAFE MISTRAL 170 GR,2500
81688,7802400914306,FOSFOROS SABU X 10,500
81689,7802400914368,PIMENTONES MORRONES MISTRAL,950
81690,7802400914375,PIMIENTOS MISTRAL 500ML,1700
81691,7802400914436,PALMITOS ENTEROS MISTRAL 810gr,3900
81692,7802400914443,PALMITOS MISTRAL 410GR,2490
81693,7802400914504,AZAFRAN 0.25 GR,1150
81694,7802400914931,"PALMITO RODAJA EN LATA ",1750
81695,7802400940206,ESENCIA DE VAINILLA100ML,550
81696,7802400960273,CHOCLITOS COCTEIL 310G,1650
81697,7802400960389,CHOCOLATE EN POLVO SABU 150 G,1900
81698,7802400960396,CHOCOLATE AMARGO SABU,1050
81699,7802408001091,EUCALIPTOS MENTHOL,200
81700,7802408002074,bowling gigante x24,1650
81701,7802410000082,SALSA DE CHOC GOURMET,1990
81702,7802410000358,SOPS DE CARNE CON CRUTONES,450
81703,7802410000525,AZAFRAN,3990
81704,7802410000532,CREMA DE CAMARONES 50G,750
81705,7802410000648,SALSA DULCE FRAMBUESA,3750
81706,7802410000662,"SALSA DULCE CARAMELO ",3750
81707,7802410000679,SALSA DULCE CHOCOLATE,3750
81708,7802410001379,AJI DE COLOR,250
81709,7802410001386,PIMENTON PAPRIKA GOURMET,850
81710,7802410001423,ALIÑO CESAR,1850
81711,7802410001430,ALIÑO AJO GOURMET,1850
81712,7802410001447,ALIÑO GOURMET,1850
81713,7802410021384,ALIÑO COMPLETO,650
81714,7802410041375,BICARBONATO,600
81715,7802410070801,ALCAPARRAS GOURMET 110GRS,2900
81716,7802410073383,COCO RALLADO,650
81717,7802410099314,CANELA GOURMET,1950
81718,7802410101376,CLAVO DE OLOR,390
81719,7802410101833,"SESAMO TOSTADO ",490
81720,7802410101918,SESAMO 30 G,590
81721,7802410101963,LAUREL GOURMET,350
81722,7802410102182,CURCUMA,650
81723,7802410102557,MERQUEN GOURMET,600
81724,7802410109754,SALSA DE CARAMELO GOURMET,1990
81725,7802410110224,PAPRIKA,750
81726,7802410120438,SALVIA,1990
81727,7802410131373,COMINO MOLIDO,350
81728,7802410137108,CREMA DE CHAMPIÑONES GOURMET,450
81729,7802410141389,CURRY GOURMET,600
81730,7802410195375,OREGANO ENTERO,750
81731,7802410203636,CURCUMA,1590
81732,7802410204671,MERKEN GOURMET,1950
81733,7802410205630,CURCUMA MOLIDa 26g,990
81734,7802410206200,SAZONADOR GLUMATO GOURMET,950
81735,7802410206675,MERQUEN GOURMET,1250
81736,7802410231370,PIMIENTA BLANCA,550
81737,7802410232001,CREMA PASTELERA INSTANTANEA,690
81738,7802410241379,PIMIENTA ENTERA,550
81739,7802410251378,PIMIENTA NEGRA MOLIDA,690
81740,7802410261377,AZAFRAN SUCEDANEO,950
81741,7802410280361,GOURMET TOMILLO MOLIDO 30G,1100
81742,7802410305033,CALLAMPAS,3200
81743,7802410350156,salsa de carne 30g,650
81744,7802410350255,SALSA DE CHAMPIÑONES,790
81745,7802410350668,SAZONADOR PARA TACOS,1190
81746,7802410350675,SAZONADOR PARA GUACAMOLE,1190
81747,7802410363002,GELATINA EN HOJAS GOURMET,990
81748,7802410370109,GOURMET CREMA DE ESPARRAGOS,750
81749,7802410370123,GOURMET CREMA DE ESPINACAS,750
81750,7802410370154,CREMA DE BROCOLI GOURMET,750
81751,7802410370185,CREMA DE ZAPALLO 53G GOURMET,750
81752,7802410370215,CREMA DE ALCACHOFAS,750
81753,7802410370239,CREMA DE TOMATES 53G,750
81754,7802410371014,CREMA DE ESPARRAGOS GOURMET,450
81755,7802410371021,CREMA DE TOMATE,450
81756,7802410371038,CREMA DE CHOCLO,450
81757,7802410400462,SALSA BARBECUE,2900
81758,7802410407348,ALCAPARRAS GOURMET 60G,1400
81759,7802410451006,aliño cesar 45g,390
81760,7802410452010,SALSA DE UNTAR GOURMET,990
81761,7802410452027,SALSA DE QUESO PARA UNTAR LIGHT,1190
81762,7802410452034,SALSA CIBOULETTE LIHT PARA UNTAR,1450
81763,7802410506263,SALSA DE CHOC GOURMET,1990
81764,7802410506348,SALSA DE FRUTILLA,1750
81765,7802410506393,SALSA DE CARAMELO,2200
81766,7802410512325,COLA DE MONO GOURMET,1190
81767,7802410516309,"SALSA DE PEBRE ",1490
81768,7802410545309,VAINILLA 155ML GOURMET,950
81769,7802410545316,VAINILLA GOURMET,350
81770,7802410545323,VAINILLA GOURMET 100ML,1250
81771,7802410550310,ESENCIA ALMENDRA,1090
81772,7802410563358,CONDIMENTO JENGIBRE GOURMET33G,1100
81773,7802410565352,PIMIENTA NEGRA MOLIDA,2200
81774,7802410593355,CONDIMENTO GOURMET ESTRAGON,1200
81775,7802410593386,ESTRAGON GOURMET,790
81776,7802410594352,CONDIMENTO ROMERO GOURMET 15G,1100
81777,7802410595359,CONDIMENTO GOURMET ENELDO DILL,1200
81778,7802410595380,ENELDO GOURMET,690
81779,7802410605027,GORMET CHOCOLATE AMARGO,1750
81780,7802410607243,CHANTILLY,750
81781,7802410607328,CREMA PASTELERA,790
81782,7802410639305,SALSA INGLESA GOURMET 155CC,2900
81783,7802410708247,GELATINA SIN SABOR GOURMET 30GRS,1490
81784,7802410708476,"SOUR MIX ",2100
81785,7802410810308,ESENCIA  PAN DE  PASCUA 250 CC,1690
81786,7802410820154,SALSA DE SOYA,990
81787,7802410861355,GOURMET ANIS SEMILLA,1990
81788,7802420001734,SALSA BBQ,1450
81789,7802420001901,MANI SIN SAL,2150
81790,7802420002038,CANELA ENTERA DE 15G,990
81791,7802420002212,JENGIBRE,650
81792,7802420002731,DELI MIX,1990
81793,7802420003486,SALSA AJO DON JUAN,590
81794,7802420003509,SALSA DE QUESO DON JUAN,590
81795,7802420003578,SALSA BARBACOA MARCO POLO,1990
81796,7802420004315,ACETO BALSAMICO,3200
81797,7802420004605,AJO EN POLVO,550
81798,7802420004674,canela,990
81799,7802420004681,canela,990
81800,7802420005220,ALCAPARRAS EDRA,2900
81801,7802420102288,PIMIENTA NEGRA CON MOLINILLO,2490
81802,7802420102349,MARCO POLO PIMIENTA MIX 48 G,2600
81803,7802420103018,AJO EN POLVO MARCO POLO,1250
81804,7802420103032,ANIS MARCO POLO,1200
81805,7802420103049,CANELA MOLIDA MARCO POLO,1390
81806,7802420103094,CURRY MARCO POLO,2900
81807,7802420103100,ENELDO MARCO POLO,1450
81808,7802420103117,ESTRAGON MARCO POLO FRASCO,1450
81809,7802420103124,JENGIBRE MOLIDO MARCO POLO,1450
81810,7802420103155,PEREJIL MARCO POLO,2300
81811,7802420103162,PIMENTON MOLIDO MARCO POLO,1900
81812,7802420103179,PIMIENTA BLANCA ENTERA M POLO,2900
81813,7802420103186,PIMIENTA BLANCA MOLIDA MPOLO,2900
81814,7802420103193,"PIMIENTA NEGRA ENT MARCO POLO ",1450
81815,7802420103209,PIMIENTA NEGRA MOLIDA MARCO POLO,1450
81816,7802420103216,ROMERO MARCO POLO,1450
81817,7802420103230,TOMILLO,1850
81818,7802420103315,ALCAPARRAS MARCO POLO 110Gr,1990
81819,7802420103339,MARCO POLO ALBAHACA 14GR,1450
81820,7802420103537,ACENTO BALSAMICO MARCO POLO 500ML,3750
81821,7802420103544,MOSTAZA A LA ANTIGUA MARCO POL,850
81822,7802420103551,mostaza itpo dijon m polo 220g,850
81823,7802420103568,MOSTAZA TIPO AMERICANA MARCO P,850
81824,7802420103940,ACENTO BALSAMICO,1500
81825,7802420104305,MARCO POLO BARBACOA 250GR,990
81826,7802420104312,MOSTAZA JALAPEÑO,850
81827,7802420104329,"MOSTAZA MIEL ",850
81828,7802420107054,BICARBONATO MARCO POLO 100GRS,450
81829,7802420107153,OREGANO 50G,490
81830,7802420107207,PIMIENTA NEGRA MOLIDA,590
81831,7802420110054,CIBOULETTE MARCO POLO,390
81832,7802420110092,CLAVOS DE OLOR M POLO,490
81833,7802420110153,NUEZ MOSCADA,200
81834,7802420110177,OREGANO ENTERO M POLO RONCATT,400
81835,7802420110276,PEREJIL M POLO,500
81836,7802420110320,AZAFRAN EN HEBRASMARCO POLO,3990
81837,7802420113017,PIMENTON EN POLVO,690
81838,7802420113024,PIMENTON PAPRIKA M POLO,590
81839,7802420116414,SALSA SOYA MARCO POLO 155ML,1990
81840,7802420116445,SALSA SOYA MARCO POLO 500ML,2100
81841,7802420117350,EXTRACTO DE VAINILLA 200 ML,990
81842,7802420117374,EXTRACTO DE VAINILLA MARCO POLO,990
81843,7802420117381,EXTRACTO DE VAINILLA MARCO POLO,850
81844,7802420118357,EXTRACTO VAINILLA MARCO POLO,500
81845,7802420118364,VAINILLA EN PALITO MARCO POLO,2990
81846,7802420118388,PAJITAS RIGIDAS,390
81847,7802420119286,CHOCOLATE DULCE M POLO 200GRS,1200
81848,7802420119309,CHOCOLATE AMARGO,1900
81849,7802420119316,CHOCOLATE DULCE 250G,450
81850,7802420119323,COCO RALLADO M POLO,300
81851,7802420119354,ESTRACTO VAINILLA MPOLO,450
81852,7802420119361,PAN DE PASCUA MARCO POLO,800
81853,7802420119385,PAJITAS FLEX,390
81854,7802420119408,VELITAS DE CUMP MARCO POLO,350
81855,7802420119415,VELA FIGURA,650
81856,7802420124419,MANI SIN SAL MARCO POLO 100 G,690
81857,7802420124426,MANI SALADO M POLO 100G,990
81858,7802420124433,MANI CON PASAS M. POLO 100Gr,990
81859,7802420124440,MANI CONFITADO MARCO POLO,850
81860,7802420124518,PISTACHOS M. POLO 80Gr,2990
81861,7802420124525,CASTANAS DE CAJU M. POLO 80Gr,3200
81862,7802420124556,MANI SALADO CON PASAS M.POLO 100GRS,450
81863,7802420124662,MANI CONFITADO marco polo  80GR,990
81864,7802420125416,MANI SIN SAL M POLO,1750
81865,7802420125423,MANI SALADO MARCO POLO 200 G,1250
81866,7802420125430,M ANI CON PASAS M POLO,1900
81867,7802420125447,MANI EXTRA MARCO POLO 200 GR,690
81868,7802420125454,MANI SALADO C PASAS M POLO,750
81869,7802420125492,MANI JAPONES MARCO POLO 100 G,1350
81870,7802420126017,MANI SALADO M POLO TARRO,1450
81871,7802420126024,CASTANAS DE CAJU M POLO 145GR,1850
81872,7802420126031,ALMENDRAS SALADAS MARCO POLO,1350
81873,7802420126048,PISTACHOS M POLO TARRO 120GR,1700
81874,7802420126055,MANI PASAS ALMENDRAS  M POLO,1490
81875,7802420126062,MANI ALMENDRAS CASTANAS MPOLO,2300
81876,7802420126079,PISTACHOS MARCO POLO 340GRS,6490
81877,7802420126314,ALMENDRAS SALADAS MARCO POLO,2450
81878,7802420126321,CASTAÑAS DE CAJU TARRO M.POLO 142G,2450
81879,7802420126338,MANI SALADO TARRO 156GR,1400
81880,7802420126345,CASTAÑAS DE CAJU MARCO POLO,2100
81881,7802420126352,MARCO POLO MANI PASA Y ALMENDR,1980
81882,7802420126369,PISTACHOS MARCO POLO,2900
81883,7802420127014,MANI SAL M. POLO 80Gr,950
81884,7802420127021,ALMENDRAS SAL  M. POLO 80Gr,2450
81885,7802420127038,MANI PASAS Y ALMN  MARC POLO,2250
81886,7802420127045,MANI SALADO MARCO POLO 25 G,150
81887,7802420127052,"MANI SALADO 150 G ",1350
81888,7802420127076,MANI SAL CON MIEL M. POLO 100Gr,1350
81889,7802420127083,"MANI SALADO Y ALMENDRAS ",200
81890,7802420127106,FRUITS Y NUTS M. POLO 80Gr,1900
81891,7802420127113,MARCO POLO MANI CON MIEL 150GR,1900
81892,7802420127137,ALMENDRA SALADA CON MIEL,2800
81893,7802420127151,FRUITS & NUTS,1900
81894,7802420127168,MARCO POLO FRUITS & NUTS,1500
81895,7802420130472,PALILLO COCTAIL,250
81896,7802420130502,BROCHETAS X 50 U MARCO POLO,1200
81897,7802420135514,CALLAMPAS SECAS,890
81898,7802420136511,CALLAMPAS SECAS MARCO POLO,890
81899,7802420148514,CIRUELAS PRESIDENT,1350
81900,7802420148521,CIRUELAS MARCO POLO 300Gr,3400
81901,7802420148538,CIRUELAS DAGEN MARCO POLO,1300
81902,7802420148576,HIGOS SECOS,690
81903,7802420148583,HUESILLOS STDR MARCO POLO,3100
81904,7802420148590,HUESILLOS M. POLO 300Gr,2900
81905,7802420151033,PAPAS FRITAS MARCO POLO 120 GR,750
81906,7802420151095,PAPAS FRITAS MARCO POLO 50 GR,300
81907,7802420151118,PAPAS FRITAS DE 400 GR,1800
81908,7802420300011,CAFE DESCAF  COPACABANA 250GR,6900
81909,7802420300516,CHANCACA MARCO POLO,1500
81910,7802420510083,CHAMP  LAMINADOS ESMERALDA 400,1550
81911,7802420510113,PALMITOS ESMERALDA 400 G,2400
81912,7802420510120,PALMITOS ESMERALDA,6490
81913,7802420510151,PALMITOS RODAJAS ESMERALDA 400G,2300
81914,7802420510168,PALMITOS RODAJAS ESMERALDA 810GRS,6490
81915,7802420510205,"ATUN ESMERALDA ",850
81916,7802420510403,CHOCLITOS COCKTAIL,1490
81917,7802420520013,CACAO AMARGO COPACABANA,1500
81918,7802420520020,COCOA DULCE COPACABANA,1500
81919,7802420810015,AJI COLOR MARCO POLO RONCATT,300
81920,7802420810022,AJO EN POLVO MARCO POLO RONCA,350
81921,7802420810039,ALINO COMPLETO MARCO POLO,300
81922,7802420810046,BICARBONATO MARCO POLO RONCAT,390
81923,7802420810053,CANELA ENTERA M POLO RONCATT,650
81924,7802420810060,CANELA MOLIDA MARCO POLO,350
81925,7802420810084,NUEZ MOSCADA M  POLO,650
81926,7802420810107,COMINO ENTERO,500
81927,7802420810114,COMINO MOLIDO M POLO RONCATT,300
81928,7802420810121,CURRY MARCO POLO,300
81929,7802420810138,NUEZ MOSCADA MOLIDA M POLO,550
81930,7802420810145,OREGANO,250
81931,7802420810152,PIMIENTA BLC MOLIDA MARCO POLO,500
81932,7802420810169,PIMIENTA MOLIDA NEGRA,550
81933,7802420810176,PIMIENTA NEGRA MOLIDA  MARCO P,490
81934,7802420810183,CHOCOLATE MARCO POLO,200
81935,7802420810190,DECORACION FANTASIA,250
81936,7802420810206,MOSTACILLA M POLO,200
81937,7802420810213,PERLAS PLATEADAS MARCO POLO,250
81938,7802420810220,COCO RALLADO,1000
81939,7802420810237,ALMENDRAS NAT M. POLO 100Gr,3200
81940,7802420810244,NUECES MARIPOSAS MARCO P,3200
81941,7802420810268,PASAS MORENAS SUL M. POLO 100Gr,1100
81942,7802420810275,PASAS  RUBIAS SUL M. POLO 100Gr,1450
81943,7802420810305,CEBOLLA EN POLVO,200
81944,7802420810404,LAUREL M POLO,390
81945,7802420810510,CONDIMENTO CARNE M POLO,490
81946,7802420810527,CONDIMENTO CAZUELA M POLO,300
81947,7802420810534,CONDIMENTO POLLO M POLO,490
81948,7802420810541,CONDIMENTO ENSALADA M POLO,390
81949,7802420810565,MERKEN,350
81950,7802420811302,MARCO POLO OREGANO,200
81951,7802420811319,MARCO POLO BICARBONATO 12GR,150
81952,7802420811388,ENELDO,490
81953,7802420811395,ALBAHACA MARCO POLO 6Gr,490
81954,7802420811470,ESTRAGON,490
81955,7802500000008,SPAGHETTI 3 LUCCHETTI 400G,750
81956,7802500000015,FIDEOS CABELLO LUCCHETTI 1 400G,1490
81957,7802500000039,LUCCHETTI TALLARINES 77  400GRS,1490
81958,7802500000046,FIDEOS LUCHETTI 78  400GR,1350
81959,7802500000053,LUCCHETTI SPAGHETTI 5  400 GRS,1250
81960,7802500001029,CABELLITOS LUCHETTI 400G,1490
81961,7802500001036,DOBLE QUIFAROS 400 G,1290
81962,7802500001050,FIDEOS LUCHETTI QUIFAROS 400 G,1490
81963,7802500001067,FIDEOS LUCHETTI  MOSTACH 400G,1490
81964,7802500001074,CANUTOS 400G,1490
81965,7802500001081,ESPIRALES LUCCHETTI 400G,1490
81966,7802500001098,CARACOLITOS 400 G,380
81967,7802500001104,FIDEOS SOPA LUCCHETTI,380
81968,7802500002002,PEPITAS LUCCHETTI,450
81969,7802500002026,MARIPOSAS LUCHETTI 250G,1490
81970,7802500002033,MARIA FIDEOS LUCHETTI 250GR,450
81971,7802500002064,LETRITAS LUCCHETTI,450
81972,7802500002354,SPAGHETTI TRES VEGETALES N5 400GR,1490
81973,7802500003016,FIDEOS LUCCHETTI CORBAT  400G,750
81974,7802500003023,CORBATAS LUCCHETTI 400G,1290
81975,7802500004006,SEMOLA 500G LUCCHETTI,890
81976,7802500004013,SEMOLA 250G,700
81977,7802500005003,TALLARINES LUCHETTI 400G,650
81978,7802500005034,NIDOS FETUCCINI LUCHETTI,690
81979,7802500007021,FIDEOS TALLIANI SPAGHET 5 400g,1650
81980,7802500007038,TALLIANI TALLARINES 77 400g,1650
81981,7802500007045,TALLIANI TALLARINES 78 400g,760
81982,7802500008011,FIDEOS CABELLOS TALLIANI 400G,760
81983,7802500008028,FIDEOS TALLIANI FARFALLE 400g,790
81984,7802500008035,CORBATITAS TALLIANI 400G,760
81985,7802500008042,TALLIANI ESPIRALES 400g,1450
81986,7802500008073,FIDEOS TALLIANI,790
81987,7802500008080,FIDEOS RIGATI TALLIANI 400G,790
81988,7802500008097,FIDEOS TALLIANI G NOODLES 400g,480
81989,7802500008103,NIDOS FETTUCCINI TALLIANI 400G,2350
81990,7802500008509,FIDEOS TALLIANI  NIDOS 400G,1100
81991,7802500008516,FIDEO LASAGNA TALLIANI 400G,990
81992,7802500035024,SALSA TOM ITALIANA,590
81993,7802500035215,SALSA TOM CHAMPINONES,300
81994,7802500035338,SALSA TOMATES LUCHETTI,250
81995,7802500037059,SALSA LUCCHETTI  200GR,890
81996,7802500037073,SALSA DE TOMATE LUCCHETTI,890
81997,7802500037080,SALSA TOMATES LUCCHETTI 200GRS,250
